,index,project_name,publication_year,publication_doi,site_name,latitude,longitude,geo_loc_name,sample_name,sample_host,sample_age,sample_age_doi,community_type,material,collection_date,archive,archive_project,archive_accession,SRR_accession
220,270,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Osteocrust,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3118688,SRR6933823
221,270,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Osteocrust,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3118688,SRR6933824
222,270,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Osteocrust,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3118688,SRR6933825
223,270,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Osteocrust,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3118688,SRR6933826
224,270,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Osteocrust,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3118688,SRR6933823
225,270,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Osteocrust,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3118688,SRR6933824
226,270,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Osteocrust,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3118688,SRR6933825
227,270,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Osteocrust,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3118688,SRR6933826
228,271,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Skin,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3118688,SRR6933823
229,271,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Skin,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3118688,SRR6933824
230,271,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Skin,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3118688,SRR6933825
231,271,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Skin,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3118688,SRR6933826
232,271,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Skin,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3118688,SRR6933823
233,271,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Skin,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3118688,SRR6933824
234,271,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Skin,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3118688,SRR6933825
235,271,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Skin,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3118688,SRR6933826
236,271,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Skin,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3118688,SRR6933823
237,271,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Skin,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3118688,SRR6933824
238,271,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Skin,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3118688,SRR6933825
239,271,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Skin,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3118688,SRR6933826
240,271,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Skin,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3118688,SRR6933823
241,271,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Skin,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3118688,SRR6933824
242,271,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Skin,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3118688,SRR6933825
243,271,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Skin,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3118688,SRR6933826
244,272,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Bone",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3151295,SRR6974014
245,272,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Bone",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3151295,SRR6974015
246,272,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Bone",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3151295,SRR6974016
247,272,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Bone",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3151295,SRR6974017
248,272,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Bone",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3151295,SRR6974014
249,272,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Bone",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3151295,SRR6974015
250,272,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Bone",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3151295,SRR6974016
251,272,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Bone",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3151295,SRR6974017
252,272,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Bone",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3151295,SRR6974014
253,272,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Bone",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3151295,SRR6974015
254,272,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Bone",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3151295,SRR6974016
255,272,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Bone",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3151295,SRR6974017
256,272,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Bone",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3151295,SRR6974014
257,272,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Bone",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3151295,SRR6974015
258,272,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Bone",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3151295,SRR6974016
259,272,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Bone",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3151295,SRR6974017
260,273,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Claw",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3151295,SRR6974014
261,273,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Claw",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3151295,SRR6974015
262,273,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Claw",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3151295,SRR6974016
263,273,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Claw",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3151295,SRR6974017
264,273,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Claw",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3151295,SRR6974014
265,273,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Claw",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3151295,SRR6974015
266,273,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Claw",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3151295,SRR6974016
267,273,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Claw",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3151295,SRR6974017
268,273,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Claw",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3151295,SRR6974014
269,273,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Claw",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3151295,SRR6974015
270,273,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Claw",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3151295,SRR6974016
271,273,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Claw",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3151295,SRR6974017
272,273,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Claw",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3151295,SRR6974014
273,273,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Claw",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3151295,SRR6974015
274,273,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Claw",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3151295,SRR6974016
275,273,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Claw",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3151295,SRR6974017
276,274,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Osteocrust",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3151295,SRR6974014
277,274,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Osteocrust",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3151295,SRR6974015
278,274,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Osteocrust",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3151295,SRR6974016
279,274,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Osteocrust",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3151295,SRR6974017
280,274,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Osteocrust",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3151295,SRR6974014
281,274,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Osteocrust",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3151295,SRR6974015
282,274,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Osteocrust",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3151295,SRR6974016
283,274,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Osteocrust",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3151295,SRR6974017
284,274,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Osteocrust",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3151295,SRR6974014
285,274,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Osteocrust",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3151295,SRR6974015
286,274,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Osteocrust",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3151295,SRR6974016
287,274,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Osteocrust",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3151295,SRR6974017
288,274,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Osteocrust",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3151295,SRR6974014
289,274,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Osteocrust",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3151295,SRR6974015
290,274,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Osteocrust",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3151295,SRR6974016
291,274,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Osteocrust",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3151295,SRR6974017
292,275,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Skin",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3151295,SRR6974014
293,275,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Skin",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3151295,SRR6974015
294,275,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Skin",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3151295,SRR6974016
295,275,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Skin",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3151295,SRR6974017
296,275,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Skin",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3151295,SRR6974014
297,275,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Skin",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3151295,SRR6974015
298,275,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Skin",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3151295,SRR6974016
299,275,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Skin",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3151295,SRR6974017
300,275,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Skin",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3151295,SRR6974014
301,275,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Skin",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3151295,SRR6974015
302,275,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Skin",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3151295,SRR6974016
303,275,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Skin",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3151295,SRR6974017
304,275,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Skin",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3151295,SRR6974014
305,275,McDonough2018,2018,10.1093/jmammal/gyy080,"Kenya: Nâ€™Guasso Njiro River, SÂ ",1.0,37.0,Kenya,"Gerbilliscus boehmi, USNM 162251 Skin",Gerbilliscus boehmi,100,10.1093/jmammal/gyy080,soft tissue,skin,,SRA,PRJNA438985,SRS3151295,SRR6974015
