"project_name"	"publication_year"	"publication_doi"	"site_name"	"latitude"	"longitude"	"geo_loc_name"	"sample_name"	"sample_host"	"sample_age"	"sample_age_doi"	"singlegenome_domain"	"singlegenome_species"	"material"	"genome_type"	"collection_date"	"archive"	"data_type"	"archive_project"	"archive_accession"
"167"	"Worobey2016"	2016	"10.1038/nature19827"	"New York Cohort"	40.69	-73.98	"USA"	"NYC16"	"Homo sapiens"	100	"10.1038/nature19827"	"virus"	"Human immunodeficiency virus 1"	"blood"	"chromosome"	NA	"Dryad"	"consensus"	NA	"10.5061/dryad.7mv7v"
"168"	"Worobey2016"	2016	"10.1038/nature19827"	"New York Cohort"	40.69	-73.98	"USA"	"NYC12"	"Homo sapiens"	100	"10.1038/nature19827"	"virus"	"Human immunodeficiency virus 1"	"blood"	"chromosome"	NA	"Dryad"	"consensus"	NA	"10.5061/dryad.7mv7v"
"169"	"Worobey2016"	2016	"10.1038/nature19827"	"New York Cohort"	40.69	-73.98	"USA"	"NYC4"	"Homo sapiens"	100	"10.1038/nature19827"	"virus"	"Human immunodeficiency virus 1"	"blood"	"chromosome"	NA	"Dryad"	"consensus"	NA	"10.5061/dryad.7mv7v"
"170"	"Worobey2016"	2016	"10.1038/nature19827"	"New York Cohort"	40.69	-73.98	"USA"	"Patient0 (PZconservative040513)"	"Homo sapiens"	100	"10.1038/nature19827"	"virus"	"Human immunodeficiency virus 1"	"blood"	"chromosome"	NA	"Dryad"	"consensus"	NA	"10.5061/dryad.7mv7v"
"171"	"deDios2019"	2019	"10.1099/mgen.0.000289"	"Sant Jaume dâ€™Enveja"	40.705	0.727	"Spain"	"Ebro-1944"	"Homo sapiens"	100	"10.1099/mgen.0.000289"	"eukaryota"	"Plasmodium falciparum"	"blood"	"chromosome"	NA	"ENA"	"raw"	"PRJEB32165"	"ERS3369379,ERS3369380,ERS3369382,ERS3369383"
"172"	"Schuenemann2011"	2011	"10.1073/pnas.1105107108"	"East Smithfield Cemetery"	51.508	-0.069	"United Kingdom"	"ES 1-5"	"Homo sapiens"	600	"10.1073/pnas.1105107108"	"bacteria"	"Yersinia pestis"	"tooth"	"organelle"	NA	"GenBank"	"consensus"	NA	"HE576987"
"173"	"Duggan2020"	2020	"10.1186/s13059-020-02079-z"	"MÃ¼tter Museum, College of Physicians of Philadelphia"	39.953	-75.176	"USA"	"VK01"	"Homo sapiens"	100	"10.1186/s13059-020-02079-z"	"virus"	"Vaccinia virus"	"bodily fluid material"	"chromosome"	NA	"SRA"	"raw,consensus"	"PRJNA561155"	"SRS5298897"
"174"	"Duggan2020"	2020	"10.1186/s13059-020-02079-z"	"MÃ¼tter Museum, College of Physicians of Philadelphia"	39.953	-75.176	"USA"	"VK02"	"Homo sapiens"	100	"10.1186/s13059-020-02079-z"	"virus"	"Vaccinia virus"	"bodily fluid material"	"chromosome"	NA	"SRA"	"raw"	"PRJNA561155"	"SRS5298896"
"175"	"Duggan2020"	2020	"10.1186/s13059-020-02079-z"	"MÃ¼tter Museum, College of Physicians of Philadelphia"	39.953	-75.176	"USA"	"VK05"	"Homo sapiens"	100	"10.1186/s13059-020-02079-z"	"virus"	"Vaccinia virus"	"bodily fluid material"	"chromosome"	NA	"SRA"	"raw"	"PRJNA561155"	"SRS5298895"
"176"	"Duggan2020"	2020	"10.1186/s13059-020-02079-z"	"MÃ¼tter Museum, College of Physicians of Philadelphia"	39.953	-75.176	"USA"	"VK08"	"Homo sapiens"	100	"10.1186/s13059-020-02079-z"	"virus"	"Vaccinia virus"	"bodily fluid material"	"chromosome"	NA	"SRA"	"raw"	"PRJNA561155"	"SRS5298894"
"177"	"Duggan2020"	2020	"10.1186/s13059-020-02079-z"	"MÃ¼tter Museum, College of Physicians of Philadelphia"	39.953	-75.176	"USA"	"VK12"	"Homo sapiens"	100	"10.1186/s13059-020-02079-z"	"virus"	"Vaccinia virus"	"medical instrument"	"chromosome"	NA	"SRA"	"raw"	"PRJNA561155"	"SRS5298893"
"178"	"Namouchi2018"	2018	"10.1073/pnas.1812865115"	"Abbadia San Salvatore"	42.88	11.676	"Italy"	"BSS31"	"Homo sapiens"	600	"10.1073/pnas.1812865115"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB24499"	"ERS2865269"
"179"	"Namouchi2018"	2018	"10.1073/pnas.1812865115"	"Saint-Laurent-de-la-Cabrerisse"	43.087	2.72	"France"	"SLC1006"	"Homo sapiens"	600	"10.1073/pnas.1812865115"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB24499"	"ERS2865271"
"180"	"Namouchi2018"	2018	"10.1073/pnas.1812865115"	"St Nicolay and St Clement"	59.904	10.765	"Norway"	"OSL1"	"Homo sapiens"	600	"10.1073/pnas.1812865115"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB24499"	"ERS2865270"
"181"	"Namouchi2018"	2018	"10.1073/pnas.1812865115"	"Bergen op Zoom"	51.494	4.287	"Netherlands"	"Ber45"	"Homo sapiens"	600	"10.1073/pnas.1812865115"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB24499"	"ERS2865268"
"182"	"Namouchi2018"	2018	"10.1073/pnas.1812865115"	"Bergen op Zoom"	51.494	4.287	"Netherlands"	"Ber37"	"Homo sapiens"	600	"10.1073/pnas.1812865115"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB24499"	"ERS2865267"
"183"	"Spyrou2016"	2016	"10.1016/j.chom.2016.05.012"	"Sants MÃ rtirs Just i Pastor"	41.382	2.178	"Spain"	"Barcelona_3031"	"Homo sapiens"	600	"10.1016/j.chom.2016.05.012"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB13664"	"ERS1124787"
"184"	"Spyrou2016"	2016	"10.1016/j.chom.2016.05.012"	"Ust-Jerusalem necropolis"	54.967	49.034	"Russia"	"Bolgar_2370"	"Homo sapiens"	600	"10.1016/j.chom.2016.05.012"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB13664"	"ERS1124788"
"185"	"Spyrou2016"	2016	"10.1016/j.chom.2016.05.012"	"â€œMarktplatzâ€<9d> Ellwangen"	48.962	10.131	"Germany"	"Ellwangen 549_O"	"Homo sapiens"	400	"10.1016/j.chom.2016.05.012"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB13664"	"ERS1124790,ERS1124789"
"186"	"Martin2013"	2013	"10.1038/ncomms3172"	"Audernade"	50.86	3.63	"Belgium"	"Pi1845A"	"Solanum tuberosum"	100	"10.1038/ncomms3172"	"eukaryota"	"Phytophthora infestans"	"leaf"	"chromosome"	NA	"SRA"	"raw"	"PRJEB4015"	"ERS258003"
"187"	"Martin2013"	2013	"10.1038/ncomms3172"	"Unknown"	51.52	-0.13	"United Kingdom"	"Pi1845B"	"Solanum tuberosum"	100	"10.1038/ncomms3172"	"eukaryota"	"Phytophthora infestans"	"leaf"	"chromosome"	NA	"SRA"	"raw"	"PRJEB4015"	"ERS258004"
"188"	"Martin2013"	2013	"10.1038/ncomms3172"	"SkÃ¥rop"	55.09	10.69	"Denmark"	"Pi1876"	"Solanum tuberosum"	100	"10.1038/ncomms3172"	"eukaryota"	"Phytophthora infestans"	"leaf"	"chromosome"	NA	"SRA"	"raw"	"PRJEB4015"	"ERS258005"
"189"	"Martin2013"	2013	"10.1038/ncomms3172"	"Stockholm"	59.33	18.07	"Sweden"	"Pi1882"	"Solanum tuberosum"	100	"10.1038/ncomms3172"	"eukaryota"	"Phytophthora infestans"	"leaf"	"chromosome"	NA	"SRA"	"raw"	"PRJEB4015"	"ERS258006"
"190"	"Martin2013"	2013	"10.1038/ncomms3172"	"Unknown"	50.11	8.65	"Germany"	"Pi1889"	"Solanum tuberosum"	100	"10.1038/ncomms3172"	"eukaryota"	"Phytophthora infestans"	"leaf"	"chromosome"	NA	"SRA"	"raw"	"PRJEB4015"	"ERS258007"
"191"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"â€œMarktplatzâ€<9d> Ellwangen"	48.962	10.131	"Germany"	"Ellwangen 549_O"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607398"
"192"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"New Churchyard (Bedlam) burial ground"	51.517	-0.083	"United Kingdom"	"BED030.A0102"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607393"
"193"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"New Churchyard (Bedlam) burial ground"	51.517	-0.083	"United Kingdom"	"BED028.A0102"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607392"
"194"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"New Churchyard (Bedlam) burial ground"	51.517	-0.083	"United Kingdom"	"BED034.A0102"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607394"
"195"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"New Churchyard (Bedlam) burial ground"	51.517	-0.083	"United Kingdom"	"BED024.A0102"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607391"
"196"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"New Churchyard (Bedlam) burial ground"	51.517	-0.083	"United Kingdom"	"BED038.A0102"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607395"
"197"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"Domlinden 12"	52.414	12.567	"Germany"	"BRA001.A0101"	"Homo sapiens"	300	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607396"
"198"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"Domlinden 12"	52.414	12.567	"Germany"	"BRA003.A0101"	"Homo sapiens"	300	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607397"
"199"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"Laishevo III cemetery"	55.401	49.549	"Russia"	"LAI009.A0101"	"Homo sapiens"	600	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607399"
"200"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"Laishevo III cemetery"	55.401	49.549	"Russia"	"LAI010.A0101"	"Homo sapiens"	600	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607400"
"201"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"Kirchhof St. Johannis"	48.05	10.868	"Germany"	"LBG002.A0101"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607401"
"202"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"St. Leonhardi"	48.717	11.495	"Germany"	"MAN008.B0101"	"Homo sapiens"	600	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607402"
"203"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"St. Leonhardi"	48.717	11.495	"Germany"	"MAN015.A0101"	"Homo sapiens"	600	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607403"
"204"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"Sankt Johans Freidhof"	49.451	12.177	"Germany"	"NAB005.A/B0101"	"Homo sapiens"	600	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607406"
"205"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"Sankt Johans Freidhof"	49.451	12.177	"Germany"	"NAB003.B0101"	"Homo sapiens"	600	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607404"
"206"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"Sankt Johans Freidhof"	49.451	12.177	"Germany"	"NAB004.A0101"	"Homo sapiens"	600	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607405"
"207"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"Augustinian Friary"	52.202	0.12	"United Kingdom"	"NMS002.A0101"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607408"
"208"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"Augustinian Friary"	52.202	0.12	"United Kingdom"	"NMS003.A0101"	"Homo sapiens"	600	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607409"
"209"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"Possenhofener Str. 3"	47.995	11.339	"Germany"	"STA001.A0101"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607410"
"210"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"NÃ¤geligasse, St. Peter and Paul churchyard"	46.956	8.365	"Switzerland"	"STN014.A0101"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607419"
"211"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"NÃ¤geligasse, St. Peter and Paul churchyard"	46.956	8.365	"Switzerland"	"STN020.A0101"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607422"
"212"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"NÃ¤geligasse, St. Peter and Paul churchyard"	46.956	8.365	"Switzerland"	"STN021.A0101"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607423"
"213"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"NÃ¤geligasse, St. Peter and Paul churchyard"	46.956	8.365	"Switzerland"	"STN019.A0101"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607421"
"214"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"NÃ¤geligasse, St. Peter and Paul churchyard"	46.956	8.365	"Switzerland"	"STN007.A0101"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607414"
"215"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"NÃ¤geligasse, St. Peter and Paul churchyard"	46.956	8.365	"Switzerland"	"STN002.A0101"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607411"
"216"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"NÃ¤geligasse, St. Peter and Paul churchyard"	46.956	8.365	"Switzerland"	"STN008.A0101"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607415"
"217"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"NÃ¤geligasse, St. Peter and Paul churchyard"	46.956	8.365	"Switzerland"	"STN013.A0101"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607418"
"218"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"NÃ¤geligasse, St. Peter and Paul churchyard"	46.956	8.365	"Switzerland"	"STN011.A0101"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607416"
"219"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"NÃ¤geligasse, St. Peter and Paul churchyard"	46.956	8.365	"Switzerland"	"STN004.A0101"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607412"
"220"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"NÃ¤geligasse, St. Peter and Paul churchyard"	46.956	8.365	"Switzerland"	"STN032.A0101"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607425"
"221"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"NÃ¤geligasse, St. Peter and Paul churchyard"	46.956	8.365	"Switzerland"	"STN031.A0101"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607424"
"222"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"NÃ¤geligasse, St. Peter and Paul churchyard"	46.956	8.365	"Switzerland"	"STN005.A0101"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607413"
"223"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"NÃ¤geligasse, St. Peter and Paul churchyard"	46.956	8.365	"Switzerland"	"STN018.A0101"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607420"
"224"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"NÃ¤geligasse, St. Peter and Paul churchyard"	46.956	8.365	"Switzerland"	"STN012.A0101"	"Homo sapiens"	400	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607417"
"225"	"Spyrou2019"	2019	"10.1038/s41467-019-12154-0"	"16 rue des Trente Six Ponts"	43.592	1.446	"France"	"TRP002.A0101/02"	"Homo sapiens"	600	"10.1038/s41467-019-12154-0"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29990"	"ERS3607426"
"226"	"KrauseKyora2018b"	2018	"10.1038/s41467-018-03857-x"	"St. JÃ¸rgen cemetery, Odense"	55.399	10.406	"Denmark"	"G34"	"Homo sapiens"	500	"10.1038/s41467-018-03857-x"	"bacteria"	"Mycobacterium leprae"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB19769"	"ERS1574242"
"227"	"KrauseKyora2018b"	2018	"10.1038/s41467-018-03857-x"	"St. JÃ¸rgen cemetery, Odense"	55.399	10.406	"Denmark"	"G154"	"Homo sapiens"	500	"10.1038/s41467-018-03857-x"	"bacteria"	"Mycobacterium leprae"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB19769"	"ERS1574227"
"228"	"KrauseKyora2018b"	2018	"10.1038/s41467-018-03857-x"	"St. JÃ¸rgen cemetery, Odense"	55.399	10.406	"Denmark"	"G404 / Jorgen_404"	"Homo sapiens"	700	"10.1371/journal.ppat.1006997"	"bacteria"	"Mycobacterium leprae"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB19769"	"ERS1574247"
"229"	"KrauseKyora2018b"	2018	"10.1038/s41467-018-03857-x"	"St. JÃ¸rgen cemetery, Odense"	55.399	10.406	"Denmark"	"G427 / Jorgen_427"	"Homo sapiens"	700	"10.1371/journal.ppat.1006997"	"bacteria"	"Mycobacterium leprae"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB19769"	"ERS1574249"
"230"	"KrauseKyora2018b"	2018	"10.1038/s41467-018-03857-x"	"St. JÃ¸rgen cemetery, Odense"	55.399	10.406	"Denmark"	"G507 / Jorgen_507"	"Homo sapiens"	800	"10.1371/journal.ppat.1006997"	"bacteria"	"Mycobacterium leprae"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB19769"	"ERS1574253"
"231"	"KrauseKyora2018b"	2018	"10.1038/s41467-018-03857-x"	"St. JÃ¸rgen cemetery, Odense"	55.399	10.406	"Denmark"	"G533 / Jorgen_533"	"Homo sapiens"	800	"10.1371/journal.ppat.1006997"	"bacteria"	"Mycobacterium leprae"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB19769"	"ERS1574254"
"232"	"KrauseKyora2018b"	2018	"10.1038/s41467-018-03857-x"	"St. JÃ¸rgen cemetery, Odense"	55.399	10.406	"Denmark"	"G722 / Jorgen_722"	"Homo sapiens"	600	"10.1371/journal.ppat.1006997"	"bacteria"	"Mycobacterium leprae"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB19769"	"ERS1574259"
"233"	"KrauseKyora2018b"	2018	"10.1038/s41467-018-03857-x"	"St. JÃ¸rgen cemetery, Odense"	55.399	10.406	"Denmark"	"G749 / Jorgen_749"	"Homo sapiens"	700	"10.1371/journal.ppat.1006997"	"bacteria"	"Mycobacterium leprae"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB19769"	"ERS1574262"
"234"	"KrauseKyora2018b"	2018	"10.1038/s41467-018-03857-x"	"St. JÃ¸rgen cemetery, Odense"	55.399	10.406	"Denmark"	"G1083"	"Homo sapiens"	500	"10.1038/s41467-018-03857-x"	"bacteria"	"Mycobacterium leprae"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB19769"	"ERS1574217"
"235"	"KrauseKyora2018b"	2018	"10.1038/s41467-018-03857-x"	"St. JÃ¸rgen cemetery, Odense"	55.399	10.406	"Denmark"	"G1149"	"Homo sapiens"	500	"10.1038/s41467-018-03857-x"	"bacteria"	"Mycobacterium leprae"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB19769"	"ERS1574219"
"236"	"Majander2020"	2020	"10.1016/j.cub.2020.07.058"	"Holy Ghost Chapel, Turku"	60.45	22.27	"Finland"	"CHS119"	"Homo sapiens"	400	"10.1016/j.cub.2020.07.058"	"bacteria"	"Treponema pallidum"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB35855"	"ERS4982024,ERS4982025,ERS4982023,ERS4982027,ERS4982028,ERS4982026,ERS4982029,ERS4982032,ERS4982033,ERS4982034,ERS4982035,ERS4982036,ERS4982037,ERS4982038,ERS4982039,ERS4982040,ERS4982041,ERS4982042,ERS4982043,ERS4982044,ERS4982045,ERS4982046,ERS4982047,ERS4982048,ERS4982049,ERS4982050,ERS4982052,ERS4982051,ERS4982030,ERS4982031"
"237"	"Majander2020"	2020	"10.1016/j.cub.2020.07.058"	"Porvoo Dome cemetery, Porvoo"	60.397	25.658	"Finland"	"PD28"	"Homo sapiens"	200	"10.1016/j.cub.2020.07.058"	"bacteria"	"Treponema pallidum"	"bone"	"chromosome"	NA	"ENA"	"raw"	"PRJEB35855"	"ERS4982084,ERS4982081,ERS4982082,ERS4982083"
"238"	"Majander2020"	2020	"10.1016/j.cub.2020.07.058"	"St. Jacobâ€™s cemetery, Tartu"	58.38	26.71	"Estonia"	"SJ219"	"Homo sapiens"	400	"10.1016/j.cub.2020.07.058"	"bacteria"	"Treponema pallidum"	"bone"	"chromosome"	NA	"ENA"	"raw"	"PRJEB35855"	"ERS4982086,ERS4982087,ERS4982085,ERS4982089,ERS4982090,ERS4982088,ERS4982091,ERS4982092,ERS4982093,ERS4982094,ERS4982095,ERS4982096,ERS4982097,ERS4982098,ERS4982099,ERS4982100,ERS4982101,ERS4982102,ERS4982103,ERS4982104,ERS4982105,ERS4982106,ERS4982107,ERS4982108,ERS4982109,ERS4982110,ERS4982113,ERS4982112,ERS4982111"
"239"	"Majander2020"	2020	"10.1016/j.cub.2020.07.058"	"Gertrudeâ€™s Infirmary, Kampen"	52.55	5.91	"Netherlands"	"KM14-7"	"Homo sapiens"	400	"10.1016/j.cub.2020.07.058"	"bacteria"	"Treponema pallidum"	"bone"	"chromosome"	NA	"ENA"	"raw"	"PRJEB35855"	"ERS4982054,ERS4982053,ERS4982055,ERS4982056,ERS4982057,ERS4982058,ERS4982059,ERS4982060,ERS4982061,ERS4982062,ERS4982063,ERS4982064,ERS4982065,ERS4982066,ERS4982067,ERS4982068,ERS4982069,ERS4982070,ERS4982071,ERS4982072,ERS4982073,ERS4982074,ERS4982075,ERS4982076,ERS4982077,ERS4982078,ERS4982079,ERS4982080"
"240"	"Yoshida2013"	2013	"10.7554/eLife.00731.002"	"England (in Kew Royal Botanical Gardens herbarium)"	53	-1	"United Kingdom"	"KM177500"	"Solanum tuberosum"	100	"10.7554/eLife.00731.002"	"eukaryota"	"Phytophthora infestans"	"leaf"	"chromosome"	NA	"ENA"	"raw"	"PRJEB1877"	"ERS241528"
"241"	"Yoshida2013"	2013	"10.7554/eLife.00731.002"	"Ireland (in Kew Royal Botanical Gardens herbarium)"	53	-8	"Ireland"	"KM177513"	"Solanum tuberosum"	100	"10.7554/eLife.00731.002"	"eukaryota"	"Phytophthora infestans"	"leaf"	"chromosome"	NA	"ENA"	"raw"	"PRJEB1877"	"ERS241529"
"242"	"Yoshida2013"	2013	"10.7554/eLife.00731.002"	"England (in Kew Royal Botanical Gardens herbarium)"	53	-1	"United Kingdom"	"KM177497"	"Solanum tuberosum"	100	"10.7554/eLife.00731.002"	"eukaryota"	"Phytophthora infestans"	"leaf"	"chromosome"	NA	"ENA"	"raw"	"PRJEB1877"	"ERS788351"
