Run,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,AvgSpotLen,Bases,Bytes,Library Name,BioSampleModel,geo_loc_name_country,geo_loc_name_country_continent,Collection_Date,lat_lon,geo_loc_name,sex,Host,Isolate,Ethnicity,AGE,Biomaterial_provider,SAMPLE_TYPE,tissue,health_state,cell_line,cell_subtype,cell_type,culture_collection,dev_stage,disease,disease_stage,karyotype,Library,PHENOTYPE,Population,RACE,env_biome,env_feature,samp_size,env_material,Isolation_source,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Alias,ENA_CHECKLIST,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Sample_Name,SRA_accession,title,Depth,geographic_location_(country_and/or_sea),INSDC_center_alias,Investigation_type,project_name,Description,INSTRUMENT_MODEL,library_layout,library_source,misc_param,platform,processing_location (run),Source_material_ID,environment_(biome),environment_(feature),environment_(material),geographic_location_(latitude),geographic_location_(longitude),Sequencing_method,host_sex,samp_collect_device,geographic_location_(elevation),soil_environmental_package,BIOME,Ammonium_Nitrogen,Boron_Hot_CaCl2,colour,Conductivity,Crop_rotation_1yr_since_present,Crop_rotation_2yrs_since_present,Crop_rotation_3yrs_since_present,Crop_rotation_4yrs_since_present,Crop_rotation_5yrs_since_present,current_land_use,Date_since_change_in_Land_Use,DTPA_Copper,DTPA_Iron,DTPA_Manganese,DTPA_Zinc,Env_package,Exc_Aluminium,Exc_Calcium,Exc_Magnesium,Exc_Potassium,Exc_Sodium,feature,fire_intensity_if_known,Gravel_(_>2.0_mm),history/agrochemical_additions,history/extreme_events,history/flooding,history/previous_land_use,host_subject_id,links_to_additional_analysis,material,Nitrate_Nitrogen,Other_comments,pH_Level_(CaCl2),pH_Level_(H2O),Phosphorus_Colwell,Potassium_Colwell,profile_position_(BASE),Sample_ID,slope_aspect,slope_gradient,soil_taxonomic/FAO_classification,soil_taxonomic/local_classification,Sulphur,texture,tillage,total_organic_carbon,Vegetation_Dom_Grasses,Vegetation_Dom_Shrubs,Vegetation_Dom_Trees,Vegetation_Total_cover,water_content_of_soil,history/fire,Host_disease,body_site,Clay_(<2_µm),Course_Sand_(200-2000_µm)
SRR5047097,WGS,PRJNA354503,SAMN06046926,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369707,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0037,SRP093814,75,280481400,173835819,PCA0037,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0037,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047102,WGS,PRJNA354503,SAMN06046822,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369712,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0112,SRP093814,75,218241675,150134656,PCA0112,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0112,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047105,WGS,PRJNA354503,SAMN06046830,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369715,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0072,SRP093814,75,457831200,309439542,PCA0072,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0072,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047106,WGS,PRJNA354503,SAMN06046938,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369716,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0049,SRP093814,75,544178625,357163133,PCA0049,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0049,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047109,WGS,PRJNA354503,SAMN06046949,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369719,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0060,SRP093814,75,660959925,394140832,PCA0060,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0060,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047111,WGS,PRJNA354503,SAMN06046795,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369721,Illumina Genome Analyzer II,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0005,SRP093814,150,145037850,81424920,PCA0005,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0005,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047113,WGS,PRJNA354503,SAMN06046892,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369723,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0166,SRP093814,75,536365575,356501251,PCA0166,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0166,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047114,WGS,PRJNA354503,SAMN06046898,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369724,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0172,SRP093814,75,358933050,241459203,PCA0172,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0172,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047115,WGS,PRJNA354503,SAMN06046933,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369725,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0044,SRP093814,75,201311475,129835519,PCA0044,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0044,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047118,WGS,PRJNA354503,SAMN06046917,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369728,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0028,SRP093814,75,165934725,95729952,PCA0028,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0028,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047119,WGS,PRJNA354503,SAMN06046943,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369729,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0054,SRP093814,75,443533500,301273048,PCA0054,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0054,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047124,WGS,PRJNA354503,SAMN06046804,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369734,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0094,SRP093814,75,513472425,330849734,PCA0094,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0094,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047126,WGS,PRJNA354503,SAMN06046932,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369736,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0043,SRP093814,75,303151200,181965162,PCA0043,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0043,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047127,WGS,PRJNA354503,SAMN06046935,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369737,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0046,SRP093814,75,521539950,330025524,PCA0046,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0046,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047131,WGS,PRJNA354503,SAMN06046840,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369741,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0082,SRP093814,75,384814575,277515313,PCA0082,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0082,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047132,WGS,PRJNA354503,SAMN06046797,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369742,Illumina Genome Analyzer II,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0007,SRP093814,150,66036600,37893485,PCA0007,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0007,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047133,WGS,PRJNA354503,SAMN06046865,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369743,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0134,SRP093814,75,307274475,197619525,PCA0134,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0134,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047134,WGS,PRJNA354503,SAMN06046944,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369744,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0055,SRP093814,75,534258675,365302726,PCA0055,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0055,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047135,WGS,PRJNA354503,SAMN06046828,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369745,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0070,SRP093814,75,360363450,244488003,PCA0070,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0070,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047137,WGS,PRJNA354503,SAMN06046824,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369747,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0114,SRP093814,75,606293100,374155219,PCA0114,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0114,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047143,WGS,PRJNA354503,SAMN06046811,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369753,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0101,SRP093814,75,536559525,349225457,PCA0101,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0101,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047145,WGS,PRJNA354503,SAMN06046872,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369755,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0141,SRP093814,75,150766875,98915231,PCA0141,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0141,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047146,WGS,PRJNA354503,SAMN06046915,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369756,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0026,SRP093814,75,236219775,153500302,PCA0026,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0026,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047147,WGS,PRJNA354503,SAMN06046862,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369757,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0131,SRP093814,75,334263900,218833630,PCA0131,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0131,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047148,WGS,PRJNA354503,SAMN06046875,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369758,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0144,SRP093814,75,469776825,307361418,PCA0144,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0144,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047155,WGS,PRJNA354503,SAMN06046863,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369765,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0132,SRP093814,75,351035925,226375273,PCA0132,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0132,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047160,WGS,PRJNA354503,SAMN06046808,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369770,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0098,SRP093814,75,462351600,311444713,PCA0098,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0098,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047162,WGS,PRJNA354503,SAMN06046954,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369772,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0065,SRP093814,75,741200775,502310919,PCA0065,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0065,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047167,WGS,PRJNA354503,SAMN06046847,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369777,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0116,SRP093814,75,433042950,260587167,PCA0116,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0116,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047168,WGS,PRJNA354503,SAMN06046920,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369778,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0031,SRP093814,75,260450775,167601341,PCA0031,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0031,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047169,WGS,PRJNA354503,SAMN06046885,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369779,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0154,SRP093814,75,412098375,274286438,PCA0154,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0154,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047170,WGS,PRJNA354503,SAMN06046907,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369780,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0018,SRP093814,75,276699750,161851943,PCA0018,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0018,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
